勿礁維	-6.21462	106.84513	8540121	PPLC	ID	1642911
勿礁维	-6.21462	106.84513	8540121	PPLC	ID	1642911
巴达威亚	-6.21462	106.84513	8540121	PPLC	ID	1642911
雅加达	-6.21462	106.84513	8540121	PPLC	ID	1642911
雅加達	-6.21462	106.84513	8540121	PPLC	ID	1642911
班加罗尔	12.97194	77.59369	8495492	PPLA	IN	1277333
班加羅爾	12.97194	77.59369	8495492	PPLA	IN	1277333
河內	21.02450	105.84117	8053663	PPLC	VN	1581130
河內市	21.02450	105.84117	8053663	PPLC	VN	1581130
河内	21.02450	105.84117	8053663	PPLC	VN	1581130
河内市	21.02450	105.84117	8053663	PPLC	VN	1581130
台北市	25.05306	121.52639	7871900	PPLC	TW	1668341
臺北市	25.05306	121.52639	7871900	PPLC	TW	1668341
利馬	-12.04318	-77.02824	7737002	PPLC	PE	3936456
利马	-12.04318	-77.02824	7737002	PPLC	PE	3936456
波哥大	4.60971	-74.08175	7674366	PPLC	CO	3688689
重庆	29.56026	106.55771	7457599	PPLA	CN	1814906
重庆市	29.56026	106.55771	7457599	PPLA	CN	1814906
香港	22.27832	114.17469	7396076	PPLC	HK	1819729
巴格达	33.34058	44.40088	7216000	PPLC	IQ	98182
巴格達	33.34058	44.40088	7216000	PPLC	IQ	98182
青岛	36.06488	120.38042	7172451	PPLA2	CN	1797929
青岛市	36.06488	120.38042	7172451	PPLA2	CN	1797929
德黑兰	35.69439	51.42151	7153309	PPLC	IR	112931
德黑蘭	35.69439	51.42151	7153309	PPLC	IR	112931
沈阳	41.79222	123.43278	7050000	PPLA	CN	2034937
沈阳市	41.79222	123.43278	7050000	PPLA	CN	2034937
海得拉巴	17.38405	78.45636	6993262	PPLA	IN	1269843
里約熱內盧	-22.90642	-43.18223	6747815	PPLA	BR	3451190
里约热内卢	-22.90642	-43.18223	6747815	PPLA	BR	3451190
苏州	31.30408	120.59538	6715559	PPLA2	CN	1886760
苏州市	31.30408	120.59538	6715559	PPLA2	CN	1886760
亚美达巴德	23.02579	72.58727	6357693	PPL	IN	1279233
亞美達巴德	23.02579	72.58727	6357693	PPL	IN	1279233
艾哈迈达巴德	23.02579	72.58727	6357693	PPL	IN	1279233
阿美达巴德	23.02579	72.58727	6357693	PPL	IN	1279233
阿美達巴德	23.02579	72.58727	6357693	PPL	IN	1279233
阿比让	5.35444	-4.00167	6321017	PPLA	CI	2293538
Dānmǎxī	1.28967	103.85007	5638700	PPLC	SG	1880252
新加坡	1.28967	103.85007	5638700	PPLC	SG	1880252
悉尼	-33.86785	151.20732	5557233	PPLA	AU	2147714
达累斯萨拉姆	-6.82349	39.26951	5383728	PPLA	TZ	160263
圣彼得堡	59.93863	30.31413	5351935	PPLA	RU	498817
聖彼得堡	59.93863	30.31413	5351935	PPLA	RU	498817
墨尔本	-37.81400	144.96332	5350705	PPLA	AU	2158177
墨爾本	-37.81400	144.96332	5350705	PPLA	AU	2158177
亚历山卓	31.20176	29.91582	5263542	PPLA	EG	361058
亚历山大港	31.20176	29.91582	5263542	PPLA	EG	361058
亞歷山卓	31.20176	29.91582	5263542	PPLA	EG	361058
哈尔滨	45.75000	126.65000	5242897	PPLA	CN	2037013
哈尔滨市	45.75000	126.65000	5242897	PPLA	CN	2037013
曼谷	13.75398	100.50144	5104476	PPLC	TH	1609350
合肥	31.86389	117.28083	5050000	PPLA	CN	1808722
合肥市	31.86389	117.28083	5050000	PPLA	CN	1808722
大连	38.91222	121.60222	4913879	PPL	CN	1814087
大连市	38.91222	121.60222	4913879	PPL	CN	1814087
旅大	38.91222	121.60222	4913879	PPL	CN	1814087
卡諾	12.00012	8.51672	4910000	PPLA	NG	2335204
卡诺	12.00012	8.51672	4910000	PPLA	NG	2335204
圣地亚哥	-33.45694	-70.64827	4837295	PPLC	CL	3871336
聖地亞哥	-33.45694	-70.64827	4837295	PPLC	CL	3871336
开普敦	-33.92584	18.42322	4772846	PPLA	ZA	3369157
開普敦	-33.92584	18.42322	4772846	PPLA	ZA	3369157
白沙瓦	34.00800	71.57849	4758762	PPLA	PK	1168197
长春	43.88000	125.32278	4714996	PPLA	CN	2038180
长春市	43.88000	125.32278	4714996	PPLA	CN	2038180
吉达	21.49012	39.18624	4697000	PPL	SA	105343
金奈	13.08784	80.27847	4681087	PPLA	IN	1264527
加尔各答	22.56263	88.36304	4631392	PPLA	IN	1275004
厦门市	24.47979	118.08187	4617251	PPLA2	CN	1790645
苏拉特	21.19594	72.83023	4591246	PPL	IN	1255364
仰光	16.80528	96.15611	4477638	PPLA	MM	1298824
喀布尔	34.52813	69.17233	4434550	PPLC	AF	1138958
內羅比	-1.28333	36.81667	4397073	PPLC	KE	184745
内罗比	-1.28333	36.81667	4397073	PPLC	KE	184745
内罗毕	-1.28333	36.81667	4397073	PPLC	KE	184745
奈洛比	-1.28333	36.81667	4397073	PPLC	KE	184745
无锡	31.56887	120.28857	4396835	PPLA2	CN	1790923
无锡市	31.56887	120.28857	4396835	PPLA2	CN	1790923
济南	36.66833	116.99722	4335989	PPLA	CN	1805753
济南市	36.66833	116.99722	4335989	PPLA	CN	1805753
太原	37.86944	112.56028	4303673	PPLA	CN	1793511
郑州	34.75778	113.64861	4253913	PPLA	CN	1784658
郑州市	34.75778	113.64861	4253913	PPLA	CN	1784658
巴馬科	12.60915	-7.97522	4227569	PPLC	ML	2460596
巴马科	12.60915	-7.97522	4227569	PPLC	ML	2460596
利雅德	24.68773	46.72185	4205961	PPLC	SA	108410
新北	25.06199	121.45703	4004367	PPL	TW	12908892
新北市	25.06199	121.45703	4004367	PPL	TW	12908892
新界	22.42441	114.11095	3984077	PPLX	HK	12747063
石家庄	38.04139	114.47861	3938513	PPLA	CN	1795270
石家庄市	38.04139	114.47861	3938513	PPLA	CN	1795270
吉大港市	22.33840	91.83168	3920222	PPLA	BD	1205733
阿迪斯阿貝巴	9.02497	38.74689	3860000	PPLC	ET	344979
阿迪斯阿贝巴	9.02497	38.74689	3860000	PPLC	ET	344979
昆明	25.03889	102.71833	3855346	PPLA	CN	1804651
昆明市	25.03889	102.71833	3855346	PPLA	CN	1804651
中山	22.52306	113.37912	3841873	PPLA2	CN	6986104
中山市	22.52306	113.37912	3841873	PPLA2	CN	6986104
南宁	22.81667	108.31667	3839800	PPLA	CN	1799869
南宁市	22.81667	108.31667	3839800	PPLA	CN	1799869
汕头	23.35489	116.67876	3838900	PPLA2	CN	1795940
汕头市	23.35489	116.67876	3838900	PPLA2	CN	1795940
潮汕	23.35489	116.67876	3838900	PPLA2	CN	1795940
洛杉矶	34.05223	-118.24368	3820914	PPLA2	US	5368361
洛杉磯	34.05223	-118.24368	3820914	PPLA2	US	5368361
杜拜	25.07725	55.30927	3790000	PPLA	AE	292223
迪拜	25.07725	55.30927	3790000	PPLA	AE	292223
横滨市	35.43333	139.65000	3777491	PPLA	JP	1848354
福州	26.06139	119.30611	3740000	PPLA	CN	1810821
福州市	26.06139	119.30611	3740000	PPLA	CN	1810821
宁波	29.87819	121.54945	3731203	PPLA2	CN	1799397
宁波市	29.87819	121.54945	3731203	PPLA2	CN	1799397
卡萨布兰卡	33.58831	-7.61138	3665954	PPLA	MA	2553604
伊巴丹	7.37756	3.90591	3649000	PPLA	NG	2339354
浦阳	29.45679	119.88872	3590000	PPLA3	CN	1798425
浦阳街道	29.45679	119.88872	3590000	PPLA3	CN	1798425
安卡拉	39.91987	32.85427	3517182	PPLC	TR	323786
十堰	32.64750	110.77806	3460000	PPLA2	CN	1794903
十堰市	32.64750	110.77806	3460000	PPLA2	CN	1794903
柏林	52.52437	13.41053	3426354	PPLC	DE	2950159
唐山	39.64381	118.18319	3372102	PPLA2	CN	1793346
唐山市	39.64381	118.18319	3372102	PPLA2	CN	1793346
拉瓦尔品第	33.59733	73.04790	3357612	PPLA2	PK	1166993
吕梁市	37.51920	111.14436	3346500	PPLA2	CN	13512505
釜山	35.10168	129.03004	3343903	PPLA	KR	1838524
釜山市	35.10168	129.03004	3343903	PPLA	KR	1838524
釜山广域市	35.10168	129.03004	3343903	PPLA	KR	1838524
德班	-29.85790	31.02920	3338026	PPLA2	ZA	1007311
常州	31.77359	119.95401	3290918	PPLA2	CN	1815456
常州市	31.77359	119.95401	3290918	PPLA2	CN	1815456
馬德里	40.41650	-3.70256	3255944	PPLC	ES	3117735
马德里	40.41650	-3.70256	3255944	PPLC	ES	3117735
平壤	39.03385	125.75432	3222000	PPLC	KP	1871859
淄博	36.79056	118.06333	3129228	PPL	CN	1785286
淄博市	36.79056	118.06333	3129228	PPL	CN	1785286
浦納	18.51957	73.85535	3124458	PPL	IN	1259229
浦纳	18.51957	73.85535	3124458	PPL	IN	1259229
浦那	18.51957	73.85535	3124458	PPL	IN	1259229
布尔萨	40.19559	29.06013	3101833	PPLA	TR	750269
長沙	28.19874	112.97087	3093980	PPLA	CN	1815577
长沙	28.19874	112.97087	3093980	PPLA	CN	1815577
长沙市	28.19874	112.97087	3093980	PPLA	CN	1815577
奎松市	14.64880	121.05090	3084270	PPLA2	PH	1692192
斋浦尔	26.91962	75.78781	3046163	PPLA	IN	1269515
齋浦爾	26.91962	75.78781	3046163	PPLA	IN	1269515
仁川广域市	37.45646	126.70515	3039450	PPLA	KR	1843564
仁川廣域市	37.45646	126.70515	3039450	PPLA	KR	1843564
贵阳	26.58333	106.71667	3037159	PPLA	CN	1809461
贵阳市	26.58333	106.71667	3037159	PPLA	CN	1809461
乌鲁木齐	43.80096	87.60046	3029372	PPLA	CN	1529102
乌鲁木齐市	43.80096	87.60046	3029372	PPLA	CN	1529102
迪化	43.80096	87.60046	3029372	PPLA	CN	1529102
兰州	36.05701	103.83987	3000000	PPLA	CN	1804430
兰州市	36.05701	103.83987	3000000	PPLA	CN	1804430
卡拉卡斯	10.48801	-66.87919	3000000	PPLC	VE	3646738
伊兹密尔	38.41273	27.13838	2938292	PPLA	TR	311046
惠州	23.11147	114.41523	2900113	PPLA2	CN	1806776
惠州市	23.11147	114.41523	2900113	PPLA2	CN	1806776
布宜諾斯艾利斯	-34.61315	-58.37723	2891082	PPLC	AR	3435910
布宜诺斯艾利斯	-34.61315	-58.37723	2891082	PPLC	AR	3435910
泗水	-7.24917	112.75083	2874314	PPLA	ID	1625822
海口	20.03421	110.34651	2873358	PPLA	CN	1809078
海口市	20.03421	110.34651	2873358	PPLA	CN	1809078
台中市	24.14690	120.68390	2850285	PPLA2	TW	1668399
臺中市	24.14690	120.68390	2850285	PPLA2	TW	1668399
基輔	50.45466	30.52380	2797553	PPLC	UA	703448
基辅	50.45466	30.52380	2797553	PPLC	UA	703448
多伦多	43.70643	-79.39864	2794356	PPLA	CA	6167865
多倫多	43.70643	-79.39864	2794356	PPLA	CA	6167865
基多	-0.22985	-78.52495	2781641	PPLC	EC	3652462
布里斯班	-27.46794	153.02809	2780063	PPLA	AU	2174003
卢安达	-8.83682	13.23432	2776168	PPLC	AO	2240449
盧安達	-8.83682	13.23432	2776168	PPLC	AO	2240449
罗安达	-8.83682	13.23432	2776168	PPLC	AO	2240449
大阪市	34.69379	135.50107	2753862	PPLA	JP	1853909
临沂	35.06306	118.34278	2743843	PPLA2	CN	1803318
临沂市	35.06306	118.34278	2743843	PPLA2	CN	1803318
保定	38.87288	115.46246	2739887	PPLA2	CN	1816971
保定市	38.87288	115.46246	2739887	PPLA2	CN	1816971
高雄	22.61626	120.31333	2737660	PPLA	TW	1673820
高雄市	22.61626	120.31333	2737660	PPLA	TW	1673820
布鲁克林区	40.65010	-73.94958	2736074	PPLA2	US	5110302
瓜亚基尔	-2.19616	-79.88621	2723665	PPLA	EC	3657509
瓜亞基爾	-2.19616	-79.88621	2723665	PPLA	EC	3657509
貝洛奥里藏特	-19.92083	-43.93778	2721564	PPLA	BR	3470127
贝洛奥里藏特	-19.92083	-43.93778	2721564	PPLA	BR	3470127
萨尔瓦多	-12.97563	-38.49096	2711840	PPLA	BR	3450554
阿布贾	9.05785	7.49508	2690000	PPLC	NG	2352778
芝加哥	41.85003	-87.65005	2664452	PPLA2	US	4887398
温州市	27.99942	120.66682	2650000	PPLA3	CN	1791388
达喀尔	14.69370	-17.44406	2646503	PPLC	SN	2253354
達喀爾	14.69370	-17.44406	2646503	PPLC	SN	2253354
海防市	20.86481	106.68345	2625200	PPLA	VN	1581298
云浮	22.92787	112.03809	2612800	PPLA2	CN	1785725
云浮市	22.92787	112.03809	2612800	PPLA2	CN	1785725
新孟买	19.03681	73.01582	2600000	PPLX	IN	6619347
新孟買	19.03681	73.01582	2600000	PPLX	IN	6619347
摩加迪休	2.03711	45.34375	2587183	PPLC	SO	53654
摩加迪沙	2.03711	45.34375	2587183	PPLC	SO	53654
勿加泗	-6.23490	106.98960	2564940	PPL	ID	1649378
库马西	6.68848	-1.62443	2544530	PPLA	GH	2298890
古杰兰瓦拉	32.15567	74.18705	2511118	PPLA2	PK	1177662
淮安	33.58861	119.01917	2494013	PPL	CN	1797873
淮安市	33.58861	119.01917	2494013	PPL	CN	1797873
勒克瑙	26.83928	80.92313	2472011	PPLA	IN	1264733
万隆	-6.92222	107.60694	2444160	PPLA	ID	1650357
萬隆	-6.92222	107.60694	2444160	PPLA	ID	1650357
棉兰	3.58333	98.66667	2435252	PPLA	ID	1214520
棉蘭	3.58333	98.66667	2435252	PPLA	ID	1214520
瓦加杜古	12.36566	-1.53388	2415266	PPLC	BF	2357048
那格浦尔	21.14631	79.08491	2405665	PPLA2	IN	1262180
福塔雷萨	-3.71722	-38.54306	2400000	PPLA	BR	3399415
卡利	3.43054	-76.51990	2392877	PPLA	CO	3687925
大邱广域市	35.87028	128.59111	2365523	PPLA	KR	1835329
大邱廣域市	35.87028	128.59111	2365523	PPLA	KR	1835329
阿尔及尔	36.73225	3.08746	2364230	PPLC	DZ	2507480
阿爾及爾	36.73225	3.08746	2364230	PPLC	DZ	2507480
南昌	28.68396	115.85306	2357839	PPLA	CN	1800163
南昌市	28.68396	115.85306	2357839	PPLA	CN	1800163
呼和浩特	40.81056	111.65222	2350000	PPLA	CN	2036892
呼和浩特市	40.81056	111.65222	2350000	PPLA	CN	2036892
呼市	40.81056	111.65222	2350000	PPLA	CN	2036892
名古屋市	35.18147	136.90641	2332176	PPLA	JP	1856057
罗马	41.89193	12.51133	2318895	PPLC	IT	3169070
罗马市	41.89193	12.51133	2318895	PPLC	IT	3169070
羅馬	41.89193	12.51133	2318895	PPLC	IT	3169070
休斯敦	29.76328	-95.36327	2314157	PPLA2	US	4699066
休斯顿	29.76328	-95.36327	2314157	PPLA2	US	4699066
珀斯	-31.95224	115.86140	2309338	PPLA	AU	2063523
馬什哈德	36.29807	59.60567	2307177	PPLA	IR	124665
马什哈德	36.29807	59.60567	2307177	PPLA	IR	124665
绍兴	30.00237	120.57864	2300000	PPLA3	CN	1795855
绍兴市	30.00237	120.57864	2300000	PPLA3	CN	1795855
南通	32.03028	120.87472	2273326	PPLA2	CN	1799722
南通市	32.03028	120.87472	2273326	PPLA2	CN	1799722
九龍	22.31667	114.18333	2232339	PPLX	HK	1819609
九龙	22.31667	114.18333	2232339	PPLX	HK	1819609
烟台	37.47649	121.44081	2227733	PPL	CN	1787093
烟台市	37.47649	121.44081	2227733	PPL	CN	1787093
煙臺	37.47649	121.44081	2227733	PPL	CN	1787093
卢本巴希	-11.66089	27.47938	2221925	PPLA	CD	922704
盧本巴希	-11.66089	27.47938	2221925	PPLA	CD	922704
马瑙斯	-3.10194	-60.02500	2219580	PPLA	BR	3663517
路沙卡	-15.40669	28.28713	2212301	PPLC	ZM	909137
巴西利亚	-15.77972	-47.92972	2207718	PPLC	BR	3469058
珠海	22.27694	113.56778	2207090	PPLA2	CN	1790437
珠海市	22.27694	113.56778	2207090	PPLA2	CN	1790437
圣多明哥	18.47186	-69.89232	2201941	PPLC	DO	3492908
聖多明哥	18.47186	-69.89232	2201941	PPLC	DO	3492908
洛美	6.12874	1.22154	2188376	PPLC	TG	2365267
木尔坦	30.19679	71.47824	2169915	PPLA2	PK	1169825
木爾坦	30.19679	71.47824	2169915	PPLA2	PK	1169825
哈瓦那	23.13302	-82.38304	2163824	PPLC	CU	3553478
包头	40.65160	109.84389	2150000	PPL	CN	2038432
包头市	40.65160	109.84389	2150000	PPL	CN	2038432
包頭	40.65160	109.84389	2150000	PPL	CN	2038432
德博	-6.40000	106.81861	2145400	PPL	ID	1645524
德博市	-6.40000	106.81861	2145400	PPL	ID	1645524
巴黎	48.85341	2.34880	2138551	PPLC	FR	2988507
哥印拜陀	11.00555	76.96612	2136916	PPL	IN	1273865
加济安泰普	37.05944	37.38250	2130432	PPLA	TR	314830
加濟安泰普	37.05944	37.38250	2130432	PPLA	TR	314830
庆阳	35.70976	107.64455	2125400	PPLA2	CN	12359313
庆阳市	35.70976	107.64455	2125400	PPLA2	CN	12359313
哈科特港	4.77742	7.01340	2120000	PPLA	NG	2324774
普利托利亚	-25.74486	28.18783	2112693	PPLC	ZA	964137
普利托利亞	-25.74486	28.18783	2112693	PPLC	ZA	964137
比勒陀利亚	-25.74486	28.18783	2112693	PPLC	ZA	964137
比勒陀利亞	-25.74486	28.18783	2112693	PPLC	ZA	964137
科尔多瓦	-31.40648	-64.18853	2106734	PPLA	AR	3860259
姆布吉马伊	-6.13603	23.58979	2101332	PPLA	CD	209228
阿勒颇	36.20124	37.16117	2098210	PPLA	SY	170063
崑山	31.37762	120.95431	2092496	PPLA3	CN	1785623
昆山	31.37762	120.95431	2092496	PPLA3	CN	1785623
昆山市	31.37762	120.95431	2092496	PPLA3	CN	1785623
玉山	31.37762	120.95431	2092496	PPLA3	CN	1785623
潍坊	36.71000	119.10194	2044028	PPL	CN	1791681
潍坊市	36.71000	119.10194	2044028	PPL	CN	1791681
濰坊	36.71000	119.10194	2044028	PPL	CN	1791681
遵义	27.68667	106.90722	2037775	PPLA2	CN	1783621
遵义市	27.68667	106.90722	2037775	PPLA2	CN	1783621
遵義	27.68667	106.90722	2037775	PPLA2	CN	1783621
拉巴斯	-16.50000	-68.15000	2004652	PPLG	BO	3911925
连云港市	34.59845	119.21556	2001009	PPLA2	CN	10859300
麦德林	6.24500	-75.57151	1999979	PPLA	CO	3674962
印多尔	22.71792	75.83330	1994397	PPL	IN	1269743
布拉柴维尔	-4.26613	15.28318	1982000	PPLC	CG	2260535
塔什干	41.26465	69.21627	1978028	PPLC	UZ	1512569
赣州	25.84664	114.93260	1977253	PPLA2	CN	1810638
赣州市	25.84664	114.93260	1977253	PPLA2	CN	1810638
阿拉木图	43.25249	76.91150	1977011	PPLA	KZ	1526384
阿拉木圖	43.25249	76.91150	1977011	PPLA	KZ	1526384
喀土穆	15.55177	32.53241	1974647	PPLC	SD	379252
札幌市	43.06667	141.35000	1973832	PPLA	JP	2128295
阿克拉	5.55602	-0.19690	1963264	PPLC	GH	2306104
库里奇巴	-25.42778	-49.27306	1948626	PPLA	BR	3464975
庫里奇巴	-25.42778	-49.27306	1948626	PPLA	BR	3464975
鄂尔多斯市	39.60860	109.78157	1940653	PPL	CN	8347664
萨那	15.35452	44.20646	1937451	PPLC	YE	71137
科納克里	9.53795	-13.67729	1928389	PPLC	GN	2422465
科纳克里	9.53795	-13.67729	1928389	PPLC	GN	2422465
蒂华纳	32.50270	-117.00371	1922523	PPLA2	MX	3981609
蒂華納	32.50270	-117.00371	1922523	PPLA2	MX	3981609
海得拉巴	25.39689	68.37718	1921275	PPLA2	PK	1176734
贝鲁特	33.89332	35.50157	1916100	PPLC	LB	276781
坦格朗	-6.17806	106.63000	1912679	PPL	ID	1625084
当格朗	-6.17806	106.63000	1912679	PPL	ID	1625084
當格朗	-6.17806	106.63000	1912679	PPL	ID	1625084
揭阳	23.54180	116.36581	1899394	PPLA2	CN	1797121
揭阳市	23.54180	116.36581	1899394	PPLA2	CN	1797121
吉林	43.84652	126.56080	1895865	PPLA2	CN	2036502
吉林市	43.84652	126.56080	1895865	PPLA2	CN	2036502
布加勒斯特	44.43225	26.10626	1877155	PPLC	RO	683506
卡卡梅加	0.28422	34.75229	1867579	PPLA	KE	195272
南充	30.79508	106.08473	1858875	PPLA2	CN	1800146
南充市	30.79508	106.08473	1858875	PPLA2	CN	1800146
台南	22.99083	120.21333	1856642	PPLA2	TW	1668355
台南市	22.99083	120.21333	1856642	PPLA2	TW	1668355
臺南	22.99083	120.21333	1856642	PPLA2	TW	1668355
臺南市	22.99083	120.21333	1856642	PPLA2	TW	1668355
卡杜納	10.52641	7.43879	1850000	PPLA	NG	2335727
卡杜纳	10.52641	7.43879	1850000	PPLA	NG	2335727
大同市	40.09361	113.29139	1850000	PPL	CN	2037799
恩图曼	15.64453	32.47773	1849659	PPL	SD	365137
达沃市	7.07306	125.61278	1848947	PPLA	PH	1715348
汉堡	53.55073	9.99302	1845229	PPLA	DE	2911298
汉堡市	53.55073	9.99302	1845229	PPLA	DE	2911298
漢堡	53.55073	9.99302	1845229	PPLA	DE	2911298
塔那	19.19704	72.96355	1841488	PPL	IN	1254661
伊斯塔帕拉帕	19.35529	-99.06224	1835486	PPL	MX	3526683
巴罗达	22.29941	73.20812	1822221	PPL	IN	1253573
瓦多达拉	22.29941	73.20812	1822221	PPL	IN	1253573
瓦多達拉	22.29941	73.20812	1822221	PPL	IN	1253573
阿达纳	36.98615	35.32531	1816750	PPLA	TR	325363
南阳市	32.99472	112.53278	1811812	PPLA2	CN	1799629
阿布扎比	24.45118	54.39696	1807000	PPLC	AE	292968
夏尔迦	25.33420	55.41221	1800000	PPLA	AE	292672
博帕尔	23.25469	77.40289	1798218	PPLA	IN	1275841
江门	22.58333	113.08333	1795459	PPLA2	CN	1806299
江门市	22.58333	113.08333	1795459	PPLA2	CN	1806299
迪亚巴克尔	37.91363	40.21721	1791373	PPLA	TR	316541
贝宁城	6.33815	5.62575	1782000	PPLA	NG	2347283
江阴市	31.91102	120.26302	1779515	PPLA3	CN	1815251
澄江	31.91102	120.26302	1779515	PPLA3	CN	1815251
澄江街道	31.91102	120.26302	1779515	PPLA3	CN	1815251
阜阳市	32.90000	115.81667	1768947	PPLA2	CN	1810845
蒙特利尔	45.50884	-73.58781	1762949	PPLA2	CA	6077243
巴彦淖尔市	40.74143	107.38599	1760000	PPL	CN	11838258
马拉开波	10.64232	-71.61089	1752602	PPLA	VE	3633009
潮州	23.65396	116.62262	1750945	PPLA2	CN	1815395
潮州市	23.65396	116.62262	1750945	PPLA2	CN	1815395
明斯克	53.90019	27.56653	1742124	PPLC	BY	625144
明斯克市	53.90019	27.56653	1742124	PPLC	BY	625144
布达佩斯	47.49835	19.04045	1741041	PPLC	HU	3054643
清远	23.70000	113.03333	1738424	PPLA2	CN	1797945
清远市	23.70000	113.03333	1738424	PPLA2	CN	1797945
泰安市	36.18528	117.12000	1735425	PPLA2	CN	1793724
宾布里金杰沃德	18.61867	73.80375	1727692	PPL	IN	7626690
賓布里金傑沃德	18.61867	73.80375	1727692	PPL	IN	7626690
加洛坎	14.64953	120.96788	1712945	PPLA2	PH	1720151
华沙	52.22977	21.01178	1702139	PPLC	PL	756135
華沙	52.22977	21.01178	1702139	PPLC	PL	756135
索韋托	-26.26781	27.85849	1695047	PPL	ZA	953781
索韦托	-26.26781	27.85849	1695047	PPL	ZA	953781
普埃布拉	19.04778	-98.20723	1692181	PPLA	MX	3521081
維也納	48.20849	16.37208	1691468	PPLC	AT	2761369
维也纳	48.20849	16.37208	1691468	PPLC	AT	2761369
巴塞罗那	41.38879	2.15899	1686208	PPLA	ES	3128760
巴塞隆納	41.38879	2.15899	1686208	PPLA	ES	3128760
巴塞隆纳	41.38879	2.15899	1686208	PPLA	ES	3128760
巴特那	25.59408	85.13563	1684297	PPLA	IN	1260086
摩苏尔	36.33500	43.11889	1683000	PPLA	IQ	99072
坎帕拉	0.31628	32.58219	1680600	PPLC	UG	232422
西宁	36.62554	101.75739	1677177	PPLA	CN	1788852
西宁市	36.62554	101.75739	1677177	PPLA	CN	1788852
